식품명,에너지,단백질,지방,탄수화물,당류,나트륨,콜레스테롤,포화지방산,트랜스지방산
자연드림)쇼콜라티라미스,2445㎉,41g,171g,185g,131g,800㎎,0g,84g,3.2g
자연드림)수手모카몬드쿠키,645㎉,9g,35g,71g,32g,250㎎,0g,18g,0.3g
자연드림)수手쇼콜라쿠키,800㎉,12g,43g,93g,39g,300㎎,0g,21g,0.3g
자연드림)수手아몬드쿠키,740㎉,12g,41g,71g,26g,130㎎,0g,19g,0.3g
자연드림)수手초코칩쿠키,740㎉,10g,41g,83g,38g,220㎎,0g,21g,0.3g
자연드림)순대볶음,410㎉,6g,8g,79g,10g,1480㎎,0g,1.6g,0g
자연드림)숨120ml,45㎉,0g,0g,11g,8g,0㎎,0g,0g,0g
자연드림)숨190ml,70㎉,0g,0g,17g,12g,5㎎,0g,0g,0g
자연드림)스노우화이트,157㎉,4g,9g,15g,8g,0㎎,0g,6g,0g
자연드림)슬라이스치즈,50㎉,4g,3.2g,1g,0g,150㎎,0g,1.9g,0.07g
자연드림)시나몬비스킷,470㎉,3g,9g,37g,19g,90㎎,0g,4.9g,0g
자연드림)시래기된장국,100㎉,6g,2.3g,13g,2g,1580㎎,0g,0g,0g
자연드림)시원한동치미냉면,400㎉,14g,0.7g,84g,13g,1985㎎,0g,0.3g,0g
자연드림)쌀롤에바나나,630㎉,12g,30g,78g,38g,300㎎,0g,7g,0g
자연드림)쌀소라형과자,710㎉,8g,26g,111g,22g,270㎎,0g,1.6g,0g
자연드림)쌀시몬카스텔라,425㎉,11g,19g,52g,49g,260㎎,0g,2.6g,0g
자연드림)쌀엔고구마쿠키,435㎉,7g,23g,53g,18g,190㎎,0g,11g,0g
자연드림)쌀엔코코아쿠키,465㎉,7g,27g,48g,25g,55㎎,0g,12g,0g
자연드림)쌍화차,25㎉,1g,0g,6g,5g,10㎎,0g,0g,0g
자연드림)쑥부쟁이찐빵,945㎉,24g,22g,164g,38g,480㎎,0g,1.7g,0g
자연드림)아몬드미니롤,1320㎉,20g,85g,119g,88g,220㎎,0g,29g,0g
자연드림)아이콘아이스크림,259㎉,4g,20g,36g,23g,35㎎,0g,4.9g,0g
자연드림)안심생짜장면,730㎉,27g,11g,131g,23g,2890㎎,0g,1.5g,0g
자연드림)안심짜장면,580㎉,11g,21g,88g,12g,1170㎎,0g,9g,0g
자연드림)안심짜장면컵,545㎉,9g,23g,75g,8g,770㎎,0g,7g,0g
자연드림)알티지오메가3,10㎉,0g,0g,0g,0g,0㎎,0g,0g,0g
자연드림)애플케이크,1540㎉,15g,88g,173g,135g,370㎎,0g,52g,0g
자연드림)야채맛땡땡,47㎉,2g,2.2g,4g,0.5g,125㎎,0g,0.9g,0g
자연드림)야채수낱봉,5㎉,0g,0g,1g,0g,10㎎,0g,0g,0g
자연드림)야채수박스,5㎉,0g,0g,1g,0g,10㎎,0g,0g,0g
자연드림)양배추분말스틱,15㎉,0g,0g,4g,0g,0㎎,0g,0g,0g
자연드림)양배추액,9㎉,0g,0g,2g,2g,0㎎,0g,0g,0g
자연드림)양배추액박스,9㎉,0g,0g,2g,2g,0㎎,0g,0g,0g
자연드림)양파맛두부스낵,405㎉,8g,20g,48g,7g,290㎎,0g,1.8g,0g
자연드림)양파즙,35㎉,0.7g,0g,8g,7g,0㎎,0g,0g,0g
자연드림)양파즙박스,35㎉,0.7g,0g,8g,7g,0㎎,0g,0g,0g
자연드림)어덜츠엔멀티비타민미네랄,5㎉,0g,0g,0g,0g,0㎎,0g,0g,0g
자연드림)얼음속에귤한쪽,110㎉,0g,0g,27g,17g,10㎎,0g,0g,0g
자연드림)얼음속에사과한쪽,110㎉,0g,0g,27g,17g,10㎎,0g,0g,0g
자연드림)얼음속에카카오한쪽,175㎉,2g,6g,29g,18g,40㎎,0g,3.4g,0g
자연드림)엄마사랑어린이야채수,0㎉,0g,0g,6g,4g,0㎎,0g,0g,0g
자연드림)엄마사랑어린이야채수박스,0㎉,0g,0g,6g,4g,0㎎,0g,0g,0g
자연드림)에티카아메리카노블랙,4㎉,0.7g,0g,0.7g,0g,0㎎,0g,0g,0g
자연드림)에티카아메리카노블랙1,4㎉,0.7g,0g,0.7g,0g,0㎎,0g,0g,0g
자연드림)에티카아메리카노스위트,20㎉,0.7g,0.4g,4g,4g,0㎎,0g,0g,0g
자연드림)에티카아메리카노스위트1,20㎉,0.7g,0.4g,4g,4g,0㎎,0g,0g,0g
자연드림)에티카커피믹스모카,55㎉,0.7g,2.2g,9g,6g,5㎎,0g,1g,0g
자연드림)에티카커피믹스오리지널,55㎉,0.7g,1.9g,9g,7g,0㎎,0g,1.1g,0g
자연드림)엑스트라버진올리브유,900㎉,0g,100g,0g,0g,0㎎,0g,13g,0g
자연드림)여주진액,3㎉,0g,0g,0.7g,0g,0㎎,0g,0g,0g
자연드림)엽산철분,5㎉,0g,0g,0g,0g,0㎎,0g,0g,0g
자연드림)오곡두유,125㎉,6g,3.2g,18g,5g,230㎎,0g,0.4g,0g
자연드림)오곡두유박스,125㎉,6g,3.2g,18g,5g,230㎎,0g,0.4g,0g
자연드림)오곡야채크래커,430㎉,7g,16g,63g,5g,330㎎,0g,7g,0g
자연드림)오란다,375㎉,5g,11g,65g,16g,240㎎,0g,0.9g,0g
자연드림)옥수수팝칩,110㎉,2.5g,0.6g,24g,0g,0㎎,0g,0g,0g
자연드림)온밀면,400㎉,9g,3.4g,83g,3g,1330㎎,0g,1.1g,0g
자연드림)온잡채,265㎉,3g,2.2g,58g,8g,280㎎,0g,0g,0g
자연드림)올리브레몬유,800㎉,0g,93g,0g,0g,0㎎,0g,13g,0g
자연드림)올리브바질유,800㎉,0g,93g,0g,0g,0㎎,0g,13g,0g
자연드림)왕만두,1035㎉,50g,44g,110g,3g,1810㎎,0g,12g,0g
자연드림)요거트파우더,85㎉,0g,1.3g,18g,14g,5㎎,0g,0g,0g
자연드림)요거트파우더딸기맛,80㎉,0g,0g,19g,17g,0㎎,0g,0g,0g
자연드림)우렁된장찌개,120㎉,11g,0.8g,17g,6g,1900㎎,0g,0g,0g
자연드림)우리곡초코링,205㎉,3g,3.1g,42g,18g,90㎎,0g,0g,0g
자연드림)우리땅콘칩,150㎉,2g,7g,21g,2g,95㎎,0g,3.2g,0g
자연드림)우리메밀국수,365㎉,10g,2.8g,76g,2g,740㎎,0g,0g,0g
자연드림)우리밀국수,355㎉,11g,1.7g,74g,2g,790㎎,0g,0g,0g
자연드림)우리밀라면땅,480㎉,18g,16g,72g,3g,680㎎,0g,8g,0g
자연드림)우리밀라면땅떡볶이맛,480㎉,8g,17g,73g,3g,550㎎,0g,8g,0g
자연드림)우리밀로만든딸기웨하스,395㎉,4g,17g,56g,22g,90㎎,0g,7g,0g
자연드림)우리밀로만든와플,105㎉,2g,4.7g,14g,4g,45㎎,0g,2.6g,0g
자연드림)우리밀로만든웨하스,420㎉,6g,23g,48g,18g,180㎎,0g,11g,0.2g
자연드림)우리밀로만든초코웨하스,405㎉,8g,20g,98g,22g,130㎎,0g,9g,0g
자연드림)우리밀로만든코코아와플,360㎉,1g,3.7g,12g,7g,50㎎,0g,1g,0g
자연드림)우리밀로만든현미와플,90㎉,2g,4.1g,12g,3g,40㎎,0g,2.2g,0g
자연드림)우리밀롤빵,920㎉,29g,26g,143g,18g,800㎎,0g,12g,0g
자연드림)우리밀만두피쿱만두,870㎉,23g,8g,176g,2g,790㎎,0g,2.3g,0g
자연드림)우리밀머핀,410㎉,7g,19g,53g,30g,210㎎,0g,9g,0g
자연드림)우리밀머핀미니,410㎉,7g,19g,53g,30g,210㎎,0g,9g,0g
자연드림)우리밀모카롤,2140㎉,45g,116g,229g,163g,500㎎,0g,44g,1g
자연드림)우리밀밀크롤,2195㎉,43g,128g,217g,182g,550㎎,0g,47g,1.1g
자연드림)우리밀벨기에와플,350㎉,5g,15g,48g,11g,270㎎,0g,9g,0g
자연드림)우리밀보리건빵,785㎉,14g,18g,143g,23g,670㎎,0g,10g,0g
자연드림)우리밀사과잼롤,1930㎉,43g,82g,256g,217g,420㎎,0g,15g,0.3g
자연드림)우리밀생면,545㎉,6g,1.5g,112g,21g,1070㎎,0g,0g,0g
자연드림)우리밀소프트롤,1915㎉,33g,104g,212g,47g,880㎎,0g,25g,0g
자연드림)우리밀수제비,1135㎉,28g,0g,255g,10g,510㎎,0g,0g,0g
자연드림)우리밀스파게티면,315㎉,13g,1.5g,62g,2g,520㎎,0g,0g,0g
자연드림)우리밀약과,685㎉,7g,29g,100g,21g,15㎎,0g,2.6g,0g
자연드림)우리밀우동면,560㎉,15g,2.9g,119g,0g,950㎎,0g,0.6g,0g
자연드림)우리밀쫄면면,1260㎉,26g,4.4g,279g,18g,590㎎,0g,0g,0g
자연드림)우리밀참깨스틱,150㎉,3g,6g,19g,5g,110㎎,0g,2.2g,0g
자연드림)우리밀초코머핀,410㎉,8g,26g,42g,22g,130㎎,0g,14g,0g
자연드림)우리밀초코머핀미니,410㎉,8g,26g,42g,22g,130㎎,0g,14g,0g
자연드림)우리밀카푸치노롤,1930㎉,35g,104g,214g,55g,880㎎,0g,27g,0g
자연드림)우리밀칼국수면,570㎉,15g,3.3g,120g,0g,850㎎,0g,0.7g,0g
자연드림)우리쌀소프트롤,1895㎉,35g,96g,222g,49g,660㎎,0g,24g,0g
자연드림)우리쌀카푸치노롤,1920㎉,34g,99g,223g,54g,900㎎,0g,24g,0g
자연드림)우리아이착한감자,145㎉,2g,5.6g,22g,2g,190㎎,0g,0.4g,0g
자연드림)우리아이착한새우,140㎉,2g,4.7g,22g,2g,160㎎,0g,0.3g,0g
자연드림)우리아이튼튼프로젝트멀티비타민,15㎉,0g,0g,3g,0g,0㎎,0g,0g,0g
자연드림)우리콩두유우리콩식품,90㎉,7g,2.7g,9g,4g,220㎎,0g,1g,0g
자연드림)우슬닭발진액,3㎉,2g,0g,2g,0g,25㎎,0g,0g,0g
자연드림)유기농냉수정과1.5L유기해오름,50㎉,0g,0.5g,11g,11g,0㎎,0g,0g,0g
자연드림)유기농땅콩쌀강정,505㎉,8g,10g,96g,36g,60㎎,0g,1.7g,0g
자연드림)유기농미프레이크,395㎉,4g,2.7g,89g,13g,450㎎,0g,0.6g,0g
자연드림)유기농쌀강정,470㎉,5g,3.4g,104g,42g,80㎎,0g,0g,0g
자연드림)유기농쌀로만든현미잠팝스,265㎉,5g,2g,57g,0.7g,130㎎,0g,2g,0g
자연드림)유기농쌀로만든현미팝스낵,310㎉,6g,2.1g,66g,0.7g,180㎎,0g,2g,0g
자연드림)유기농쌀프레이크,210㎉,2g,3.4g,42g,9g,200㎎,0g,0.4g,0g
자연드림)유기농전통식혜,110㎉,0g,0g,27g,21g,15㎎,0g,0g,0g
자연드림)유기농채소만두,415㎉,13g,4.9g,79g,9g,580㎎,0g,0.6g,0g
자연드림)유기농핑거스틱단호박,150㎉,3g,0g,33g,0g,10㎎,0g,0g,0g
자연드림)유기농핑거스틱자색고구마,150㎉,3g,0.5g,33g,0g,10㎎,0g,0g,0g
자연드림)유기농핑거스틱현미,155㎉,3g,1.3g,32g,0.7g,0㎎,0g,0g,0g
자연드림)유기농현미스낵,120㎉,2g,0.7g,26g,0g,85㎎,0g,0g,0g
자연드림)유기농홍삼액,10㎉,0g,0g,3g,0g,35㎎,0g,0g,0g
자연드림)유기배즙100ml,45㎉,0g,0g,11g,8g,0㎎,0g,0g,0g
자연드림)유기쌀로만든햇살밥,325㎉,6g,0.9g,74g,0g,0㎎,0g,0g,0g
자연드림)유산균프로바이오틱스9,0㎉,0g,0g,0g,0g,0㎎,0g,0g,0g
자연드림)육개장,250㎉,25g,8g,19g,5g,1560㎎,0g,3.1g,0g
자연드림)율무차,80㎉,1g,2.4g,13g,5g,55㎎,0g,1.3g,0g
자연드림)율무차봉지,80㎉,1g,2.4g,13g,5g,55㎎,0g,1.3g,0g
자연드림)인절미스낵,275㎉,4g,13g,32g,7g,100㎎,0g,1.3g,0g
자연드림)인절미카스테라,205㎉,5g,13g,22g,15g,90㎎,0g,2.6g,0g
자연드림)자연드림감귤주스1L,505㎉,2g,0g,124g,114g,10㎎,0g,0g,0g
자연드림)자연드림감자라면,530㎉,15g,23g,65g,3g,1650㎎,0g,8g,0g
자연드림)자연드림들기름,830㎉,0g,92g,0g,0g,10㎎,0g,8g,0g
자연드림)자연드림라면,505㎉,11g,18g,76g,2g,1840㎎,0g,8g,0g
자연드림)자연드림라면레드,480㎉,11g,16g,72g,7g,1760㎎,0g,7g,0g
자연드림)자연드림라면컵,460㎉,10g,17g,66g,4g,1920㎎,0g,8g,0g
자연드림)자연드림라면컵미니,300㎉,6g,11g,44g,2g,1170㎎,0g,5g,0g
자연드림)자연드림비빔면,555㎉,10g,22g,81g,11g,1200㎎,0g,7g,0g
자연드림)자연드림사골라면,495㎉,11g,17g,74g,4g,1670㎎,0g,8g,0g
자연드림)자연드림사리면,435㎉,11g,14g,67g,1g,470㎎,0g,6g,0g
자연드림)자연드림생들기름,835㎉,0g,93g,0g,0g,0㎎,0g,9g,0g
자연드림)자연드림압착유채유,825㎉,0g,91g,0g,0g,0㎎,0g,6g,0g
자연드림)자연드림유기농라면,530㎉,9g,21g,75g,3g,1070㎎,0g,8g,0g
자연드림)자연드림참기름,835㎉,0g,93g,0g,0g,0㎎,0g,9g,0g
자연드림)자연드림채소라면,505㎉,11g,17g,77g,6g,1880㎎,0g,8g,0g
자연드림)자연드림콩국수라면,650㎉,20g,26g,84g,3g,1100㎎,0g,11g,0g
자연드림)자연드림크리머,25㎉,0g,1.5g,3g,0g,0㎎,0g,1g,0g
자연드림)자연드림해물라면,515㎉,12g,18g,77g,3g,1807㎎,0g,8g,0g
자연드림)자연드림해물라면컵,480㎉,9g,19g,67g,4g,1540㎎,0g,9g,0g
자연드림)자연드림해물볶음면,505㎉,12g,19g,73g,10g,1080㎎,0g,8g,0g
자연드림)잡채만두,825㎉,43g,30g,95g,8g,840㎎,0g,10g,0.3g
자연드림)잡채만두벌크,205㎉,11g,8g,24g,2g,210㎎,0g,2.4g,0g
자연드림)잡채볶음밥,360㎉,7g,3g,76g,5g,640㎎,0g,0.6g,0g
자연드림)정성담은발사믹드레싱,210㎉,0g,11g,28g,19g,870㎎,0g,0.7g,0g
자연드림)정성담은사우전아일랜드드레싱,245㎉,0.7g,19g,17g,11g,420㎎,0g,3.1g,0.3g
자연드림)정성담은산뜻한마요네즈,650㎉,2g,68g,8g,2g,400㎎,0g,12g,0.3g
자연드림)정성담은상큼한탕수육소스,165㎉,0.7g,0g,40g,35g,450㎎,0g,0g,0g
자연드림)정성담은상큼한피자소스,80㎉,2g,1.2g,15g,10g,260㎎,0g,0g,0g
자연드림)정성담은스테이크소스,140㎉,1g,2.5g,28g,22g,880㎎,0g,1.6g,0g
자연드림)정성담은시저드레싱,325㎉,2g,28g,16g,7g,450㎎,0g,3.5g,0g
자연드림)정성담은오리엔탈드레싱,195㎉,2g,13g,18g,13g,1390㎎,0g,1.1g,0g
자연드림)정성담은칠리소스,140㎉,0.7g,0g,34g,17g,540㎎,0g,0g,0g
자연드림)정성담은허니머스타드소스,400㎉,2g,38g,13g,12g,540㎎,0g,6g,0g
자연드림)정성담은흑임자소스,335㎉,2g,27g,21g,12g,290㎎,0g,3.1g,0g
자연드림)제주우리밀크식빵,300㎉,5g,9g,51g,2g,310㎎,0g,3.5g,0g
자연드림)제주우리밀후레쉬식빵,290㎉,6g,7g,52g,3g,290㎎,0g,2.4g,0g
자연드림)제주자연드림샌드위치식빵,290㎉,7g,6g,52g,6g,340㎎,0g,3g,0g
자연드림)제주자연드림우유식빵,290㎉,8g,6g,52g,7g,350㎎,0g,3.6g,0g
자연드림)주머니속홍삼정,15㎉,0g,0g,3g,0g,0㎎,0g,0g,0g
자연드림)쥬웨이라이스비스킷,120㎉,1.8g,0.4g,27g,3g,35㎎,0g,0g,0g
자연드림)쥬웨이라이스비스킷단호박,120㎉,1.7g,0.5g,27g,2g,0㎎,0g,0g,0g
자연드림)쥬웨이라이스비스킷바나나,120㎉,1.7g,0.5g,27g,3g,30㎎,0g,0g,0g
자연드림)쥬웨이라이스비스킷자색고구마,120㎉,1.8g,0.5g,27g,4g,30㎎,0g,0g,0g
자연드림)즉석우리팝콘,270㎉,5g,5g,51g,0.7g,260㎎,0g,0g,0g
자연드림)진기홍삼단,15㎉,0g,0g,3g,0g,0㎎,0g,0g,0g
자연드림)진한초코롤,1255㎉,20g,74g,127g,82g,630㎎,0g,25g,0g
자연드림)짜장컵밥,360㎉,8g,2g,78g,3g,430㎎,0g,0g,0g
자연드림)쫄깃쫄깃생쫄면,520㎉,15g,2.7g,109g,17g,950㎎,0g,0.7g,0g
자연드림)찜닭,690㎉,54g,27g,58g,22g,1380㎎,0g,8g,0g
자연드림)참다래발효초,180㎉,0g,1g,42g,35g,15㎎,0g,0.6g,0g
자연드림)참든새콤달콤수세미즙,36㎉,0g,0g,9g,8g,0㎎,0g,0g,0g
자연드림)참든수세미쿨,1005㎉,2g,0.7g,249g,0g,0㎎,0g,0g,0g
자연드림)참든유기야채수,8㎉,0g,0g,2g,0.7g,9㎎,0g,0g,0g
자연드림)찹쌀유과,435㎉,2g,14g,75g,72g,15㎎,0g,1.4g,0g
자연드림)채소가득채식만두,485㎉,15g,6g,93g,5g,960㎎,0g,1.8g,0g
자연드림)채소듬뿍짜장,270㎉,6g,10g,39g,15g,600㎎,0g,0.9g,0g
자연드림)채소듬뿍카레순한맛,170㎉,8g,3.9g,26g,11g,850㎎,0g,0g,0g
자연드림)채소찐빵,995㎉,27g,22g,173g,25g,900㎎,0g,5g,0g
자연드림)청국장찌개,240㎉,23g,3.7g,30g,5g,1640㎎,0g,1g,0g
자연드림)청무화과잼,226.5㎉,1.5g,0.5g,54g,51g,3㎎,0g,0g,0g
자연드림)초코가득바,115㎉,2g,5g,15g,12g,45㎎,0g,3.1g,0g
자연드림)초코샤베트,85㎉,2g,1.3g,16g,10g,30㎎,0g,0g,0g
자연드림)초코아이스,81.2㎉,1.5g,2.7g,12.6g,12.5g,28.4㎎,0g,1.6g,0g
자연드림)초코아이콘아이스크림,285㎉,5g,13g,38g,21g,40㎎,0g,7g,0.3g
자연드림)초코칩쿠키,535㎉,7g,30g,59g,24g,130㎎,0g,15g,0.3g
자연드림)초코칩쿠키스탠드,430㎉,5g,24g,47g,19g,105㎎,0g,12g,0.3g
자연드림)초코쿠키,520㎉,9g,30g,55g,21g,170㎎,0g,12g,0.3g
자연드림)초코쿠키스탠드,420㎉,7g,24g,44g,17g,140㎎,0g,9g,0.3g
자연드림)초코크림파이,165㎉,2g,9g,18g,9g,80㎎,0g,3.7g,0g
자연드림)초콜릿아이스크림,135㎉,4g,7g,14g,11g,50㎎,0g,4.1g,0g
자연드림)추어탕,195㎉,14g,5g,24g,4g,1320㎎,0g,0.6g,0g
자연드림)치즈꼬마핫도그,600㎉,23g,39g,40g,16g,390㎎,0g,13g,0.3g
자연드림)치즈드림,420㎉,12g,21g,45g,17g,2110㎎,0g,12g,0.3g
자연드림)치즈케이크,1720㎉,40g,105g,154g,128g,1270㎎,0g,70g,4.6g
자연드림)치킨데리야끼볶음밥,415㎉,12g,7g,77g,1g,710㎎,0g,0.6g,0g
자연드림)칡즙,26㎉,0.5g,0.2g,6g,1g,10㎎,0g,0g,0g
자연드림)카레컵밥,360㎉,11g,2.4g,73g,0g,490㎎,0g,0.7g,0g
자연드림)카페라떼,65㎉,1g,2g,9g,8g,35㎎,0g,1.5g,0g
자연드림)커피가득바,105㎉,1g,6g,11g,10g,25㎎,0g,3.9g,0g
자연드림)코코드림봉지,80㎉,2g,0.5g,16g,13g,50㎎,0g,0g,0g
자연드림)코코드림스틱,85㎉,3g,1.6g,14g,14g,20㎎,0g,0.1g,0g
자연드림)코코아스낵,285㎉,5g,3.8g,57g,17g,95㎎,0g,1.2g,0g
자연드림)콜드브루커피원액에티오피아,70㎉,5g,1.3g,10g,0g,8㎎,0g,0g,0g
자연드림)콜드브루커피원액코스타리카,65㎉,5g,0.8g,9g,0g,5㎎,0g,0g,0g
자연드림)콤비네이션피자쿱도우,1290㎉,65g,36g,178g,22g,1790㎎,0g,19g,0.7g
자연드림)콩비지찌개,640㎉,16g,9g,18g,0g,640㎎,0g,4.9g,0.3g
자연드림)쿱스파게티,365㎉,11g,1.6g,77g,8g,0㎎,0g,0g,0g
자연드림)크런치초코,310㎉,4g,17g,35g,16g,95㎎,0g,8g,0g
자연드림)크림빵,290㎉,4g,16g,32g,6g,190㎎,0g,10g,0.3g
자연드림)크림스파게티소스,170㎉,2g,15g,7g,2g,240㎎,0g,10g,0.3g
자연드림)탄산레몬라임,0㎉,0g,0g,0g,0g,0㎎,0g,0g,0g
자연드림)탄산레몬라임박스,0㎉,0g,0g,0g,0g,0㎎,0g,0g,0g
자연드림)탄산수플레인,0㎉,0g,0g,0g,0g,0㎎,0g,0g,0g
자연드림)탱탱밀국수면,382㎉,8g,1.4g,85g,2g,382㎎,0g,0g,0g
자연드림)탱탱밀면,85㎉,0g,0.9g,32g,7g,2420㎎,0g,0.3g,0g
자연드림)토리토리고추방울순대,280㎉,7g,7g,47g,0.7g,670㎎,0g,2.6g,0g
자연드림)토리토리맛바,240㎉,13g,18g,6g,2g,390㎎,0g,7g,0g
자연드림)토리토리방울순대,310㎉,4g,10g,51g,1g,740㎎,0g,3.6g,0g
자연드림)토리토리불곱창,190㎉,14g,8g,16g,6g,510㎎,0g,4g,0g
자연드림)토리토리치즈맛바,250㎉,14g,19g,6g,0.7g,370㎎,0g,6g,0g
자연드림)토마토당근한모금120ml,60㎉,0g,0g,14g,14g,10㎎,0g,0g,0g
자연드림)토마토당근한모금120ml16입,60㎉,0g,0g,14g,14g,10㎎,0g,0g,0g
자연드림)토마토당근한모금120ml24입,60㎉,0g,0g,14g,14g,10㎎,0g,0g,0g
자연드림)통째로갈아넣은全전홍삼액,20㎉,0g,0g,5g,0g,0㎎,0g,0g,0g
자연드림)통참치,270㎉,29g,16g,3g,0g,540㎎,0g,3g,0g
자연드림)파인애플발효초,100㎉,0g,0g,25g,24g,0㎎,0g,0g,0g
자연드림)파인애플청량바,54㎉,0.6g,0g,13g,7g,0㎎,0g,0g,0g
자연드림)팥찐빵,710㎉,21g,9g,136g,42g,340㎎,0g,2.4g,0g
자연드림)평촌요구르트,375㎉,12g,17g,43g,34g,250㎎,0g,10g,0.7g
자연드림)포근포근스폰지케이크,1875㎉,31g,102g,207g,95g,730㎎,0g,24g,0g
자연드림)포도주스180ml,94㎉,0g,0g,23g,18g,10㎎,0g,0g,0g
자연드림)포도주스180ml10개,65㎉,0g,0g,15g,12g,5㎎,0g,0g,0g
자연드림)포도즙120ml20포,65㎉,0.7g,0g,15g,13g,0㎎,0g,0g,0g
자연드림)포도한모금120ml,60㎉,0g,0g,14g,12g,0㎎,0g,0g,0g
자연드림)포도한모금190ml,100㎉,0g,0g,23g,20g,0㎎,0g,0g,0g
자연드림)프레쉬그릭요거트,105㎉,4g,4.3g,12g,8g,60㎎,0g,2.9g,0g
자연드림)프레쉬그릭요거트대용량,105㎉,5g,6g,8g,5g,75㎎,0g,3.8g,0g
자연드림)프레쉬그릭요거트플레인,90㎉,5g,4.8g,7g,4g,60㎎,0g,3.2g,0g
자연드림)프로바이오틱스11,5㎉,0g,0g,0g,0g,0㎎,0g,0g,0g
자연드림)플레인요구르트가당,87㎉,3g,3.2g,11g,9g,40㎎,0g,1.9g,0g
자연드림)플레인요구르트낙안,87㎉,3g,3.2g,11g,9g,40㎎,0g,1.9g,0g
자연드림)플레인요구르트파우치,105㎉,4g,3.8g,14g,11g,50㎎,0g,2.3g,0g
자연드림)피넛오곡롤,450㎉,5g,25g,56g,25g,70㎎,0g,9g,0g
자연드림)피부엔엽록소,15㎉,0.7g,0g,0g,0g,0㎎,0g,0g,0g
자연드림)피자군만두,1050㎉,46g,30g,151g,30g,1820㎎,0g,13g,0.3g
자연드림)하루채소과일120ml,55㎉,0g,0g,13g,9g,20㎎,0g,0g,0g
자연드림)하루채소과일120ml10개,55㎉,0g,0g,13g,9g,20㎎,0g,0g,0g
자연드림)하먼슈레드치즈,230㎉,18g,14g,8g,0g,150㎎,0g,12g,0g
자연드림)하먼자연치즈,70㎉,4g,5g,1g,0g,70㎎,0g,4.1g,0g
자연드림)한우갈비탕,90㎉,12g,4.5g,0g,0g,920㎎,0g,1g,0g
자연드림)한우고기곰탕,60㎉,10g,1.8g,0.7g,0g,930㎎,0g,0.8g,0g
자연드림)한우불고기피자,1305㎉,66g,47g,155g,24g,1850㎎,0g,19g,0.5g
자연드림)한우사골곰탕,130㎉,10g,9g,2g,0g,95㎎,0g,3.3g,0g
자연드림)한우사골곰탕레토르트,145㎉,11g,10g,3g,0g,110㎎,0g,3.7g,0.3g
자연드림)한입쏙핫도그,305㎉,11g,14g,34g,12g,290㎎,0g,4.7g,0g
자연드림)한입카스테라,270㎉,5g,80g,41g,26g,60㎎,0g,3.5g,0g
자연드림)핫도그,540㎉,21g,40g,49g,18g,570㎎,0g,8g,0g
자연드림)해피망고주스190ml,110㎉,0.7g,0g,26g,23g,5㎎,0g,0g,0g
자연드림)해피파인애플주스120ml,65㎉,0.7g,0g,15g,13g,0㎎,0g,0g,0g
자연드림)해피파인애플주스190ml,100㎉,0g,0g,0g,0g,0㎎,0g,0g,0g
자연드림)허니카스테라,1535㎉,37g,45g,246g,137g,380㎎,0g,22g,0.6g
자연드림)헛개열매진액,25㎉,0g,0g,6g,0g,35㎎,0g,0g,0g
자연드림)현미뻥이요,220㎉,4g,1.5g,48g,0g,0㎎,0g,0g,0g
자연드림)현미우리밀또띠아,1580㎉,28g,25g,311g,9g,780㎎,0g,3.7g,0g
자연드림)현미카스테라,225㎉,5g,13g,22g,15g,90㎎,0g,2.6g,0g
자연드림)호두과자,635㎉,13g,21g,99g,84g,170㎎,0g,3.2g,0g
자연드림)호두과자선물,2250㎉,48g,73g,350g,298g,600㎎,0g,11g,0g
자연드림)호두통밀식빵,305㎉,7g,8g,51g,0g,210㎎,0g,2.4g,0g
자연드림)호박고구마스틱,300㎉,2g,10g,50g,17g,30㎎,0g,1.2g,0g
자연드림)호박고구마칩,325㎉,2g,22g,29g,9g,10㎎,0g,1.3g,0g
자연드림)홍삼농축액,350㎉,0g,0g,87g,0g,85㎎,0g,0g,0g
자연드림)홍삼액,8㎉,0g,0g,2g,0g,0㎎,0g,0g,0g
자연드림)황태국컵밥,325㎉,9g,3.4g,64g,0g,740㎎,0g,0.3g,0g
자연드림)황태탕,95㎉,16g,1.6g,5g,3g,1160㎎,0g,0g,0g
자연드림)흑마늘액,40㎉,1g,0g,8g,0g,0㎎,0g,0g,0g
자연드림)흑미찐빵,125㎉,3g,1.3g,25g,5g,80㎎,0g,0g,0g
자연드림)흑염소진액,15㎉,2g,0g,2g,0g,15㎎,0g,0g,0g
자연드림)흑임자전병,415㎉,9g,9g,74g,41g,85㎎,0g,0.8g,0g
자연드림분평점)우리밀초코머핀,410㎉,8g,26g,42g,22g,130㎎,0g,14g,0g
자연드림성북길음점)우리밀벨기에와플,350㎉,5g,15g,48g,11g,270㎎,0g,9g,0g
자연드림철산점)우리밀초코머핀,410㎉,8g,26g,42g,22g,130㎎,0g,14g,0g
자연드림철산점)우유식빵,290㎉,8g,6g,52g,7g,350㎎,0g,3.6g,0g
자연맘)리얼초코볼,460.0㎉,5g,29.0g,45.0g,25g,0.0㎎,0g,16.0g,0g
자연맘)못난이초코볼,405㎉,11g,27g,29g,12g,20㎎,0g,10g,0g
자연맘)못난이해바라기씨초코볼,165㎉,3g,11g,14g,7g,10㎎,0g,4.4g,0g
자연맘)미니다크초코볼,165.0㎉,2g,10.0g,18.0g,13g,0.0㎎,0g,5.0g,0g
